код_препарата,дозировка,торговое_название,стоимость,мета_информация
201300026,100,ринсулин нпх,-1,"ринсулин, 100 ед/мл, 10 мл № 1, суспензия для подкожного введения"
201000742,500+25,фансидар,-1,"фансидар, 500 мг + 25 мг № 3, таблетки"
201000701,250,пантокальцин,-1,"пантокальцин, 250 мг № 50, таблетки"
200900014,50,аминазин,-1,"аминазин, 50 мг № 10, драже"
201300028,10000,панзинорм 10000,-1,"панзинорм 10000, 10000 ед № 21, капсулы"
201400037,1000,гепарин-акригель 1000,-1,"гепарин-акригель 1000, 1000 ме/г 30 г № 1, гель для наружного применения"
200900145,unknown,кетостерил,-1,"кетостерил, № 100, таблетки покрытые плёночной оболочкой"
200736200,1000,лиотон 1000,-1,"лиотон 1000, 1000 ме/г № 1, гель"
200900334,100,топамакс,-1,"топамакс, 100 мг № 28, таблетки покрытые оболочкой"
200900226,2,омнопон,-1,"омнопон, 2% 1 мл, ампулы № 5, раствор для подкожного введения"
201400175,200,тубосан,-1,"тубосан, 200 мг № 10, капсулы"
201300058,5,оланзапин-тева,-1,"оланзапин-тева, 5 мг № 28, таблетки покрытые плёночной оболочкой"
200114100,250,атровент,-1,"атровент, 250 мкг/мл № 1, раствор для ингаляций"
201000664,100,конвульсан,-1,"конвульсан, 100 мг № 30, таблетки"
201200024,5,бинелол,-1,"бинелол, 5 мг № 28, таблетки"
202200164,10,сигнифор лар,-1,"сигнифор лар, 10 мг № 1, порошок для приготовления суспензии для инъекций"
201200018,0.005,глаупрост,-1,"глаупрост, 0,005% 2,5 мл, флакон-капельница № 1, капли глазные"
201500060,5,ацикловир,-1,"ацикловир, 5% № 1, мазь для наружного применения"
200900265,12,реминил,-1,"реминил, 12 мг № 56, таблетки покрытые оболочкой"
201200207,0.5,фезипам,-1,"фезипам, 0,5 мг № 50, таблетки"
201500071,10,пресайнекс,-1,"пресайнекс, 10 мкг/доза, 60 доз, 6 мл № 1, спрей назальный дозированный"
201900181,20gх15 мм,набор для инфузии с иглой губера,-1,"набор для инфузии с иглой губера, 20g х 15 мм, № 1"
201400016,400,таниз- к,-1,"таниз-к, 400 мг № 30, капсулы пролонгированного действия"
201200313,16,кандекор,-1,"кандекор, 16 мг № 28, таблетки"
201200196,10,нооджерон,-1,"нооджерон, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201400161,20,вазатор,-1,"вазатор, 20 мг № 30, таблетки покрытые плёночной оболочкой"
200900311,500,таваник,-1,"таваник, 500 мг № 5, таблетки покрытые оболочкой"
201400066,25,кетиап,-1,"кетиап, 25 мг № 30, таблетки покрытые плёночной оболочкой"
201300089,10,роксера,-1,"роксера, 10 мг № 30, таблетки покрытые плёночной оболочкой"
200900015,100,аминазин,-1,"аминазин, 100 мг № 10, драже"
201200315,0.4,тензотран,-1,"тензотран, 0,4 мг № 14, таблетки покрытые плёночной оболочкой"
200900218,40,но-шпа,-1,"(архивный)но-шпа, 40 мг № 100, таблетки"
201200224,300,фосфонциале,-1,"фосфонциале, 300 мг № 30, капсулы"
201200250,5,сингуляр,-1,"сингуляр, 5 мг № 14, таблетки жевательные"
201200096,0.25,кленил джет,-1,"кленил, 0,25 мг/доза 200 доз № 1, аэрозоль для ингаляций дозированный в комплекте с джет-системой"
200900141,150,кетонал ретард,-1,"кетонал ретард, 150 мг № 20, таблетки ретард"
201100013,500,валтрекс,-1,"валтрекс, 500 мг № 42, таблетки покрытые плёночной оболочкой"
201200001,500,лефлобакт,-1,"лефлобакт, 500 мг № 5, таблетки"
201100037,5+5,престанс,-1,"престанс, 5 мг+5 мг № 30, таблетки"
201300069,unknown,"инфузионный набор для инсулиновых помп ""paradigm""",-1,"инфуз.набор для инс.помп.""ммт-399"" №10,для п/к введ.инс.,исп.в помп.""paradigm""моделей ммт-712,ммт-754/722,дл.кат.60см,дл.канюл.6мм"
201500054,0.005,латаномол,-1,"латаномол, 0,005% 2,5 мл № 1, капли глазные"
201000587,250,миобид-250,-1,"миобид-250, 250 мг № 50, таблетки покрытые оболочкой"
201200223,300,метадоксил,-1,"метадоксил, 300 мг/5 мл № 10, раствор для внутривенного и внутримышечного введения"
201000732,unknown,тест-полоски уан тач ультра,-1,"тест-полоски уан тач ультра, № 50"
200900353,100,феррум лек,-1,"феррум лек, 100 мг № 30, таблетки жевательные"
201400149,50,трамал,-1,"трамал, 50 мг/мл, 2 мл, ампулы № 5, раствор для инъекций"
200900263,0.004,реминил,-1,"реминил, 4 мг № 14, таблетки покрытые оболочкой"
201200206,100,пентоксифиллин,-1,"пентоксифиллин, 100 мг № 60, таблетки покрытые оболочкой, кишечнорастворимые"
200900012,2,амарил,-1,"амарил, 2 мг № 30, таблетки"
201300146,500,амикацин-виал,-1,"амикацин-виал, 500 мг № 1, порошок для приготовления раствора для инъекций"
201000109,35,депренорм мв,-1,"депренорм мв, 35 мг № 60, таблетки с модифицированным высвобождением"
200900140,5,кетонал,-1,"кетонал, 5% 30 г № 1, крем для наружного применения"
201300137,8,галантамин-тева,-1,"галантамин-тева, 8 мг № 56, таблетки покрытые плёночной оболочкой"
201300095,150,рифампицин,-1,"рифампицин, 150 мг ампулы № 10, лиофилизат для приготовления раствора для инфузий"
200900398,10+25,энап-н,-1,"энап н, 10 мг+25 мг № 20, таблетки"
201000737,20,тримет,-1,"тримет, 20 мг № 60, таблетки покрытые оболочкой"
201200318,50,метопролол органика,-1,"метопролол органика, 50 мг № 60, таблетки"
201000654,100,кетилепт,-1,"кетилепт, 100 мг № 60 , таблетки покрытые плёночной оболочкой"
201200268,0.5,шприц инсулиновый,-1,"шприц инсул. однораз.для п/к введ.инсулина с конц.u-100 (ме) №100,объем шприца:0,5мл,длина иглы:8мм,шаг дозирования инсулина:1ед"
201200278,20,моносан,-1,"моносан, 20 мг № 30, таблетки"
201200324,160,сотагексал,-1,"сотагексал, 160 мг № 20, таблетки"
201400128,200/5,экомед,-1,"экомед, 200 мг/5 мл № 1, порошок для приготовления пероральной суспензии"
200900342,50,труксал,-1,"труксал, 50 мг № 50, таблетки"
201300050,5,кетопрофен,-1,"кетопрофен, 5% 30 г № 1, гель для наружного применения"
201400105,5,ксизал,-1,"ксизал, 5 мг № 10, таблетки покрытые плёночной оболочкой"
201600018,10,зипрекса зидис,-1,"зипрекса зидис, 10 мг № 28, таблетки диспергируемые"
201300023,100,ринсулин р,-1,"ринсулин р, 100 ед/мл, 10 мл № 1, раствор для инъекций"
200900182,1000,лиотон 1000,-1,"лиотон 1000, 1000 ед/г 50 г № 1, гель"
201300082,2.5,тирез,-1,"тирез, 2,5 мг № 30, таблетки покрытые плёночной оболочкой"
201200258,500,метазид,-1,"метазид, 500 мг № 100, таблетки"
201200182,5,од-неб,-1,"од-неб, 5 мг № 28, таблетки"
201000108,20,фозикард,-1,"фозикард, 20 мг № 28, таблетки"
201000657,100,козаар,-1,"козаар, 100 мг № 28, таблетки покрытые оболочкой"
201100011,50,блоктран,-1,"блоктран, 50 мг № 60, таблетки покрытые оболочкой"
202400160,100,эпидиолекс,-1,"эпидиолекс, 100 мг/мл, 100 мл № 1, раствор для приема внутрь"
200900034,12,атимос,-1,"атимос, 12 мкг/доза, 100 доз № 1, аэрозоль для ингаляций дозированный"
201300059,10,оланзапин-тева,-1,"оланзапин-тева, 10 мг № 28, таблетки покрытые плёночной оболочкой"
201000695,5+1.25,нолипрел а форте,-1,"нолипрел а форте, 1,25 мг+5 мг № 30, таблетки покрытые плёночной оболочкой"
200900151,10,клопиксол,-1,"клопиксол, 10 мг № 100, таблетки покрытые плёночной оболочкой"
201100025,6.25,кориол,-1,"кориол, 6,25 мг № 30, таблетки"
201200105,300,энкорат,-1,"энкорат, 300 мг № 100, таблетки покрытые оболочкой, кишечнорастворимые"
201300015,500,азитрус форте,-1,"азитрус форте, 500 мг № 3, таблетки покрытые плёночной оболочкой"
201200019,2000,аэприн,-1,"аэприн, 2000 ме, шприц 1 мл № 1, раствор для внутривенного и подкожного введения"
201300226,0.5,такролимус-тева,-1,"такролимус-тева, 0,5 мг № 50, капсулы"
200192500,20,кордипин ретард,-1,"кордипин ретард, 20 мг № 30, таблетки ретард"
201600017,5,зипрекса зидис,-1,"зипрекса зидис, 5 мг № 28, таблетки диспергируемые"
201200327,1,такролимус-тева,-1,"такролимус-тева, 1 мг № 50, капсулы"
201100052,1,шприц инсулиновый,-1,шприц имп. однор. инсул. u-100 1мл с иглой №100
201400080,10,синглон,-1,"синглон, 10 мг № 28, таблетки покрытые плёночной оболочкой"
201300185,25000,эрмиталь,-1,"эрмиталь, 25000 ед № 20, капсулы"
202000182,8,"канюля к инфуз.набору ""акку-чек флекс линк плюс""",-1,"набор инфуз. канюля 8 ""акку-чек флекс линк плюс"" № 10, игла/канюля к набору д/вв.инсул. ""акку-чек спирит комбо"""
201300161,50,карди аск,-1,"кардиаск, 50 мг № 60, таблетки покрытые оболочкой, кишечнорастворимые"
200900427,10,флудара,-1,"флудара, 10 мг № 20, таблетки покрытые плёночной оболочкой"
200900343,40,ультоп,-1,"ультоп, 40 мг № 28, капсулы"
201000767,50,эссенциале н,-1,"эссенциале н, 250 мг/5 мл № 5, раствор для внутривенного введения"
201500047,20,акатинол мемантин,-1,"акатинол мемантин, 20 мг № 28, таблетки покрытые плёночной оболочкой"
200900144,8,игла для шприц ручки бд микрофайн плюс,-1,игла микрофайн плюс д/шприца-ручки 30g (0.30x8 мм) №100
201500016,9.5,фраксипарин,-1,"фраксипарин, 9500 ме анти-ха/мл, 0,3 мл, шприцы № 10, раствор для подкожного введения"
201400145,5,д-пантенол,-1,"д-пантенол, 5% 25 г № 1, крем для наружного применения"
201400107,250+62.5,экоклав,-1,"экоклав, 250 мг+62,5 мг/5 мл, 25 г, флакон № 1, порошок для приготовления пероральной суспензии"
201000749,1000,формин плива,-1,"формин плива, 1000 мг № 60, таблетки покрытые оболочкой"
200900134,50,карди аск,-1,"кардиаск, 50 мг № 30, таблетки"
200900282,5,седуксен,-1,"седуксен, 5 мг № 20, таблетки"
201400005,1,диклофенак-акос,-1,"диклофенак-акос, 1% 30 г № 1, мазь для наружного применения"
201200007,200,теотард,-1,"теотард, 200 мг № 40, капсулы пролонгированного действия"
201200014,80,дротаверин форте,-1,"дротаверин форте, 80 мг № 20, таблетки"
201500086,7.5,релаксон,-1,"релаксон, 7,5 мг № 20, таблетки"
201200194,200,алостин,-1,"алостин, 200 ме/доза, флакон 2 мл, 14 доз № 2, спрей назальный дозированный"
201200125,20,фозиноприл,-1,"фозиноприл, 20 мг № 28, таблетки"
201100057,850-1240,гемофил м,-1,"гемофил м, 850-1240 ме (1060 ме) № 1, лиофилизат для приготовления раствора для внутривенного введения"
201000634,50+1000,галвус мет,-1,"галвус мет, 50 мг+1000 мг № 30, таблетки покрытые плёночной оболочкой"
201900153,0.01,мирамистин,-1,"мирамистин, 0,01% 150 мл, флакон № 1, раствор для местного применения"
200900040,250,баета,-1,"баета, 250 мкг/мл 1,2 мл, шприц-ручка № 1, раствор для подкожного введения"
200900127,100,инсуман рапид гт пенфилл,-1,"инсуман рапид гт (пенфилл), 100 ме/мл, 3 мл, картриджи № 5, раствор для инъекций"
200900173,75,курантил n75,-1,"курантил n75, 75 мг № 40, таблетки покрытые плёночной оболочкой"
200900128,100,инсуман рапид гт,-1,"инсуман рапид гт, 100 ме/мл, 5 мл, флаконы № 5, раствор для инъекций"
201500062,4,детрузитол,-1,"детрузитол, 4 мг № 28, таблетки"
201000663,25,конвульсан,-1,"конвульсан, 25 мг № 30, таблетки покрытые оболочкой"
201200153,100,росинсулин с,-1,"росинсулин с, 100 ме/мл, 5 мл, флаконы № 5, суспензия для подкожного введения"
201200237,80,валсафорс,-1,"валсафорс, 80 мг № 28, таблетки покрытые оболочкой"
200900338,100,трентал,-1,"трентал, 100 мг № 60, таблетки покрытые оболочкой"
201500188,50+450,венарус,-1,"венарус, 500 мг № 30, таблетки покрытые плёночной оболочкой"
201400169,500,цимевен,-1,"цимевен, 500 мг № 1, лиофилизат для приготовления раствора для инфузий"
201000644,250,диакарб,-1,"диакарб, 250 мг № 24, таблетки"
201300172,160,валсартан зентива,-1,"валсартан зентива, 160 мг № 28, таблетки покрытые плёночной оболочкой"
201200248,150,вербутин,-1,"вербутин, 150 мг № 30, капсулы"
200797100,100,пульмикорт турбухалер,-1,"пульмикорт турбухалер, 100 мкг/доза 200 доз № 1, порошок для ингаляций дозированный"
201000661,50,конвулекс,-1,"конвулекс, 50 мг/мл, 100 мл, флакон № 1, сироп для детей"
201500186,200,рибавирин-сз,-1,"рибавирин-сз, 200 мг № 60, капсулы"
201300123,10000,аэприн,-1,"аэприн, 10000 ме, шприц 1 мл № 1, раствор для внутривенного и подкожного введения"
201000780,2.5+0.625,нолипрел а,-1,"нолипрел а, 0,625 мг+2,5 мг № 30, таблетки покрытые плёночной оболочкой"
201200216,1000,лавенум,-1,"лавенум, 1000 ме/г 30 г № 1, гель для наружного применения"
200900306,1,стрептомицина сульфат,-1,"стрептомицина сульфат, 1 г № 1, порошок для приготовления раствора для инъекций"
201900149,unknown,система эвакуации бронх.секр.pari pep-i,-1,система эвакуации бронхиального секрета pari pep-i
200900124,100,инсуман базал гт,-1,"инсуман базал гт, 100 ме/мл, 5 мл, флаконы № 5, суспензия для подкожного введения"
201500182,4,блазтера,-1,"блазтера, 4 мг № 1, лиофилизат для приготовления раствора для инфузий"
200900021,250+62.5,амоксиклав,-1,"амоксиклав, 250 мг + 62,5 мг/5 мл, 25 г № 1, порошок для приготовления пероральной суспензии"
200900139,50,кетонал,-1,"кетонал, 50 мг № 25, капсулы"
201300103,200,офлокс,-1,"офлокс, 200 мг № 10, таблетки покрытые оболочкой"
201800049,0.3,шприц инсулиновый,-1,"шприцы инсулиновые № 100, объем шприца 0,3 мл, шаг дозирования 0,5 ед"
201300086,5,ксизал,-1,"ксизал, 5 мг/мл, 10 мл № 1, капли для приема внутрь"
201000763,2000,эпокрин,-1,"эпокрин, 2000 ед № 10, раствор для внутривенного и подкожного введения"
200747000,50/5,феррум лек,-1,"феррум лек, 50 мг/5 мл № 1, сироп"
201400044,10,мертенил,-1,"мертенил, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201000765,10000,эпостим,-1,"эпостим, 10000 ме, 1 мл, ампулы № 5, раствор для внутривенного и подкожного введения"
201400072,400,лофокс,-1,"лофокс, 400 мг № 5, таблетки покрытые оболочкой"
200900205,100,мст континус,-1,"(архивный)мст континус, 100 мг № 20, таблетки пролонгированного действия покрытые оболочкой"
201200259,5,церебролизин,-1,"(архивный)церебролизин, (1076/5 мл), ампулы № 5, раствор для инъекций (не используется)"
201200143,3.75,декапептил депо,-1,"декапептил депо, 3,75 мг № 1, лиофилизат для приготовления суспензии для внутримышечного и подкожного введения, ретард"
201100024,unknown,"картридж-система ""акку-чек спирит""",-1,"картридж-система ""акку-чек спирит"" № 5"
201300085,5,левоцетиризин-тева,-1,"левоцетиризин-тева, 5 мг № 10, таблетки покрытые плёночной оболочкой"
201300180,5,крестор,-1,"крестор, 5 мг № 28, таблетки покрытые плёночной оболочкой"
201200222,unknown,тест- полоски сенсо кард,-1,"""сенсокард"" № 50, тест-полоски д/опред.уровня глюкозы в крови д/прибора ""электроника-77"""
202400036,unknown,сенсор (датчик dr.brinner) для мониторирования уровня глюкозы,-1,сенсор (датчик) системы чрескожного мониторинга уровня глюкозы dr.brinner rgms-ii № 1 (в компл.с передатчиком)
201300066,10,аккупро,-1,"аккупро, 10 мг № 30, таблетки покрытые плёночной оболочкой"
201200273,30,мст континус,-1,"(архивный)мст континус, 30 мг № 20, таблетки пролонгированного действия покрытые оболочкой"
201400031,667,нормазе,-1,"нормазе, 667 мг/мл 200 мл № 1, сироп"
200900298,4.5+160,симбикорт турбухалер,-1,"(архивный)симбикорт турбухалер, 4,5 мкг+160 мкг/доза 60 доз № 1, порошок для ингаляций дозированный (не используется)"
201200293,25,топсавер,-1,"топсавер, 25 мг № 28, таблетки покрытые плёночной оболочкой"
201400054,250,ремедиа,-1,"ремедиа, 250 мг № 10, таблетки покрытые плёночной оболочкой"
200900344,250,урсосан,-1,"урсосан, 250 мг № 50, капсулы"
201500061,8,бромгексин,-1,"бромгексин, 8 мг № 50, таблетки"
201400136,200,ацетилцистеин,-1,"ацетилцистеин, 200 мг № 20, порошок для приготовления пероральной суспензии"
201600080,50,мореназал,-1,"мореназал, 50 мл № 1, спрей назальный"
201300101,200,ноотропил,-1,"ноотропил, 200 мг/мл 125 мл, флакон № 1, раствор для приема внутрь"
200900016,0.2,амиодарон-акри,-1,"амиодарон-акри, 200 мг № 30, таблетки"
201300094,150,рифабутин,-1,"рифабутин, 150 мг № 10, капсулы"
201200285,200,бенакорт,-1,"бенакорт, 200 мкг/доза 200 доз № 1, порошок для ингаляций дозированный"
201300206,20,ципралекс,-1,"ципралекс, 20 мг № 28, таблетки покрытые плёночной оболочкой"
201300039,40,вазилип,-1,"вазилип, 40 мг № 28, таблетки покрытые плёночной оболочкой"
201400174,500,мононайн,-1,"мононайн, 500 ме № 1, лиофилизат для раствора для внутривенного введения"
201200043,100,флексен,-1,"флексен, 100 мг № 12, суппозитории ректальные"
201500064,50,кленил,-1,"кленил, 50 мкг/доза, 200 доз № 1, раствор для ингаляций"
201000086,12.5,кориол,-1,"кориол, 12,5 мг № 30, таблетки"
201500004,400,гептор,-1,"гептор, 400 мг № 5, лиофилизат для приготовления раствора для внутривенного и внутримышечного введения"
201200106,10,ципралекс,-1,"ципралекс, 10 мг № 28, таблетки покрытые оболочкой"
201300214,unknown,зарядное устройство для трансмиттера,-1,"зарядное устройство для трансмиттера ммт-7705 ww № 1, для использования в инсулиновой помпе"
201000600,100,тромбо асс,-1,"тромбо асс, 100 мг № 30, таблетки покрытые оболочкой"
201200066,2,глимепирид-тева,-1,"глимепирид-тева, 2 мг № 30, таблетки"
200900097,1,диклофенак-акри,-1,"диклофенак-акри, 1% 40 г № 1, гель"
201200149,750,ремедиа,-1,"ремедиа, 750 мг № 10, таблетки покрытые плёночной оболочкой"
200797700,200,пульмикорт турбухалер,-1,"пульмикорт турбухалер, 200 мкг/доза 100 доз № 1, порошок для ингаляций дозированный"
201200064,850,новоформин,-1,"новоформин, 850 мг № 60, таблетки покрытые плёночной оболочкой"
201200131,250,когенэйт фс,-1,"когенэйт фс, 250 ме № 1, лиофилизат для раствора для внутривенного введения"
200900066,20,вазилип,-1,"вазилип, 20 мг № 28, таблетки покрытые плёночной оболочкой"
201300040,10,мемантин канон,-1,"мемантин канон, 10 мг № 90, таблетки покрытые плёночной оболочкой"
200900054,0.1,беталок 30к,-1,"беталок 30к, 0,1 г № 30, таблетки пролонгированного действия покрытые плёночной оболочкой"
200900428,6,хуматроп,-1,"хуматроп, 6 мг № 1, лиофилизат для приготовления раствора для подкожного введения"
201500073,100,стимулотон,-1,"стимулотон, 100 мг № 28, таблетки покрытые плёночной оболочкой"
201100009,0.024,бетасерк,-1,"бетасерк, 0,024 г № 60, таблетки"
201200198,5,финастерид,-1,"финастерид, 5 мг № 30, таблетки покрытые плёночной оболочкой"
200900364,5000,фрагмин,-1,"фрагмин, 5000 ме (анти-ха), 0,2 мл, шприцы № 10, раствор для внутривенного и подкожного введения"
200900414,360,майфортик,-1,"майфортик, 360 мг № 50, таблетки покрытые оболочкой, кишечнорастворимые"
200900026,0.15,апровель,-1,"апровель, 0,15 г № 14, таблетки"
201500100,250,хондроитин,-1,"хондроитин, 250 мг № 50, капсулы"
201200113,150,лирика,-1,"лирика, 150 мг № 56, капсулы"
201300092,20,кальцигард ретард,-1,"кальцигард ретард, 20 мг № 100, таблетки ретард"
201200193,200,вепрена,-1,"вепрена, 200 ме/доза, 2 мл, 14 доз № 1, спрей назальный дозированный"
201500155,250+10,теризидон+пиридоксин,-1,"теризидон+пиридоксин, 250 мг+10 мг № 30, капсулы"
201200037,875+125,аугментин,-1,"аугментин, 875 мг+125 мг (1000 мг) № 14, таблетки"
201300126,1.25+4,ко-перинева,-1,"ко-перинева, 1,25 мг+4 мг № 30, таблетки"
201300199,10,монтелар,-1,"монтелар, 10 мг № 14, таблетки покрытые плёночной оболочкой"
201300024,200,флуимуцил,-1,"флуимуцил, 200 мг № 20, гранулы"
200900200,0.1,минирин,-1,"минирин, 0,1 мг № 30, таблетки"
201300148,0.85,бифидумбактерин,-1,"бифидобактерин, 5 доз № 10, порошок для внутреннего и местного применения"
201200050,15,мелоксикам-прана,-1,"мелоксикам-прана, 15 мг № 20, таблетки"
201300121,2.5+8,ко-перинева,-1,"ко-перинева, 2,5 мг+8 мг № 30, таблетки"
201200058,unknown,изопаск,-1,"изопаск, № 500, таблетки покрытые оболочкой, кишечнорастворимые"
201500207,(800-1400 ме) 1110,коэйт-дви,-1,"коэйт-дви, (800-1400 ме) 1110 ме № 1, лиофилизат для раствора для внутривенного введения"
201300204,2,риссет квитаб,-1,"риссет квитаб, 2 мг № 28, таблетки диспергируемые"
201500165,8,ньюпро,-1,"ньюпро, 8 мг/24 ч № 28, пластырь трансдермальный"
201200020,0.5,бетофтан,-1,"бетофтан, 0,5 % 5 мл № 1, капли глазные"
201200225,250/5,эссенциале н,-1,"эссенциале н, 250 мг 5 мл № 5, раствор для внутривенного введения"
201300219,10,гемапаксан,-1,"гемапаксан, 10 тыс.анти-ха ме/мл, шприцы 0,2 мл (2000 ме/0,2 мл) № 6, раствор для подкожного введения"
201000794,20,шприц,-1,шприц 20мл №1 с иглой
200900320,unknown,тест-полоски акку-чек гоу,-1,"тест-полоски акку-чек гоу, № 50"
201300109,25+100,лориста нд,-1,"лориста нд, 25 мг+100 мг № 30, таблетки покрытые плёночной оболочкой"
201100036,10+5,престанс,-1,"престанс, 10 мг+5 мг № 30, таблетки"
201500070,500,парацетамол,-1,"парацетамол, 500 мг № 10, таблетки"
201000735,300,тиолепта,-1,"тиолепта, 300 мг № 30, таблетки покрытые оболочкой"
200900154,500,конвулекс ретард,-1,"конвулекс ретард, 500 мг № 50, таблетки пролонгированного действия покрытые оболочкой"
201200110,20,адепресс,-1,"адепресс, 20 мг № 30, таблетки покрытые оболочкой"
201400090,0.25,дигоксин гриндекс,-1,"дигоксин гриндекс, 0,25 мг № 50, таблетки"
201200291,4,камирен,-1,"камирен, 4 мг № 30, таблетки"
200900272,2,рисполепт,-1,"рисполепт, 2 мг № 20, таблетки покрытые оболочкой"
200900333,25,топамакс,-1,"топамакс, 25 мг № 28, капсулы"
201400043,5,мертенил,-1,"мертенил, 5 мг № 30, таблетки покрытые плёночной оболочкой"
201400110,100,ибуфен,-1,"ибуфен, 100 мг/5 мл, 100 мл, флакон № 1, суспензия для приема внутрь"
201300096,150,римпин,-1,"римпин, 150 мг № 100, капсулы"
201100005,20,аргеферр,-1,"аргеферр, 20 мг/мл, 5 мл № 5, раствор для внутривенного введения"
200900315,unknown,тест- полоски сателлит,-1,"тест-полоски сателлит, № 50"
200900195,50,метокард,-1,"метокард, 50 мг № 30, таблетки"
201300191,2,теразозин,-1,"теразозин, 2 мг № 20, таблетки"
201200136,980,коэйт-дви,-1,"коэйт-дви, (800-1400 ме) 980 ме № 1, лиофилизат для раствора для внутривенного введения"
201200314,8,кандекор,-1,"кандекор, 8 мг № 28, таблетки"
201500083,1,эмоксипин-акос,-1,"эмоксипин-акос, 1% 5 мл, флакон № 1, капли глазные"
201200127,50,этацизин,-1,"этацизин, 50 мг № 50, таблетки покрытые оболочкой"
200900071,2.5,варфарин никомед,-1,"варфарин никомед, 2,5 мг № 50, таблетки"
201000782,1000,гемоктин,-1,"гемоктин, 1000 ме № 1, лиофилизат для приготовления раствора для внутривенного введения"
200900013,3,амарил,-1,"амарил, 3 мг № 30, таблетки"
201000636,500+2.5,глюкованс,-1,"глюкованс, 500 мг+2,5 мг № 30, таблетки покрытые оболочкой"
200900176,100,лантус оптиклик,-1,"лантус оптиклик, 100 ме/мл 3 мл, картриджи № 5, раствор для подкожного введения"
200900464,4,растан,-1,"растан, 4 ме № 1, лиофилизат для приготовления раствора для подкожного введения"
200674400,5,седуксен,-1,"(архивный)седуксен, 5 мг № 20"
201500043,250,коксерин,-1,"коксерин, 250 мг № 100, капсулы"
201300098,7,бронхо-ваксом,-1,"бронхо-ваксом, 7 мг № 10, капсулы"
201000611,25,аминазин,-1,"аминазин, 25 мг № 10, драже"
201400109,125+31.25,экоклав,-1,"экоклав, 125 мг+31,25 мг/5 мл, 25 г, флакон № 1, порошок для приготовления пероральной суспензии"
200900444,100,дифенин,-1,"дифенин, 100 мг № 10, таблетки"
201300106,10,индометацин,-1,"индометацин, 10% 40 г № 1, мазь для наружного применения"
201200322,25,метозок,-1,"метозок, 25 мг № 30, таблетки пролонгированного действия покрытые плёночной оболочкой"
201200316,1.5,индапамид мв штада,-1,"индапамид мв штада, 1,5 мг № 30, таблетки пролонгированного действия покрытые плёночной оболочкой"
201000057,10,зиртек,-1,"зиртек, 10 мг/мл 10 мл, флакон № 1, капли для приема внутрь"
201000658,50,козаар,-1,"козаар, 50 мг № 14, таблетки покрытые оболочкой"
201000620,100,биосулин н,-1,"биосулин н, 100 ме/мл, 10 мл, факон № 1, суспензия для подкожного введения"
201400181,1000,фанди,-1,"фанди, 1000 ме № 1, лиофилизат для приготовления раствора для инфузий"
201200035,500,фромилид уно,-1,"фромилид уно, 500 мг № 14, таблетки пролонгированного действия покрытые оболочкой"
201000604,50,акласта,-1,"акласта, 5 мг 100 мл № 1, раствор для инфузий"
201300088,5,роксера,-1,"роксера, 5 мг № 30, таблетки покрытые плёночной оболочкой"
200900231,20,париет,-1,"париет, 20 мг № 14, таблетки покрытые оболочкой, кишечнорастворимые"
201000724,2,сирдалуд,-1,"сирдалуд, 2 мг № 30, таблетки"
201200029,300,теризидон,-1,"теризидон, 300 мг № 100, капсулы"
201200239,150,толперизон,-1,"толперизон, 150 мг № 30, таблетки покрытые плёночной оболочкой"
201300153,0.1,адвантан,-1,"адвантан, 0,1%, туба 15 г № 1, крем для наружного применения"
201000622,100,биосулин н,-1,"биосулин н, 100 ме/мл, 3 мл, картриджи № 5, суспензия для подкожного введения"
201500154,250+10,теризидон+пиридоксин-мак,-1,"теризидон+пиридоксин-мак, 250 мг+10 мг № 100, капсулы"
200900130,1,камирен,-1,"камирен, 1 мг № 30, таблетки"
201500150,1000+5,комбоглиз пролонг,-1,"комбоглиз пролонг, 1000 мг+5 мг № 28, таблетки с модифицированным высвобождением"
200900053,0.05,беталок 30к,-1,"беталок 30к, 0,05 г № 30, таблетки пролонгированного действия покрытые плёночной оболочкой"
201000107,10,фозикард,-1,"фозикард, 10 мг № 28, таблетки"
201200244,1,диклофенак-акри,-1,"диклофенак-акри, 1% 40 г № 1, гель для наружного применения"
201200048,5,кортексин,-1,"кортексин, 5 мг № 10, лиофилизат для приготовления раствора для внутримышечного введения"
201300030,100,хумулин мз квикпен,-1,"хумулин мз, 100 ме/мл, 3 мл, картриджи в шприц-ручках квикпен № 5, суспензия для подкожного введения"
201600033,600,пас натрия,-1,"пас натрия, 600 мг/1 г, 8,34 г № 10, гранулы, покрытые кишечнорастворимой оболочкой"
201500204,850-1240 (1120),гемофил м,-1,"гемофил м, 850-1240 ме (1120 ме) № 1, лиофилизат для приготовления раствора для внутривенного введения"
201400032,150,ирсар,-1,"ирсар, 150 мг № 28, таблетки"
201400130,50,арбидол,-1,"арбидол, 50 мг № 10, таблетки покрытые плёночной оболочкой"
201200191,200,лаквель,-1,"лаквель, 200 мг № 60, таблетки покрытые плёночной оболочкой"
201300125,0.3,шприц инсулиновый бд микрофайн плюс,-1,"шприцы инсул.однораз.с несъем.иг.bd micro-fine plus u-100 №100, об.0,3мл;дл.игл.8мм;шаг дозир.инсул.0,5 ед"
201100006,500+2.5,багомет плюс,-1,"багомет плюс, 500 мг+2,5 мг № 30, таблетки"
